DrugID	smi
D0N3TO	C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC(=O)CCCNC(=S)NC3=CC4=C(C=C3)OCO4
D06IYV	CC(C)C(=O)C1=CN(C2=C(C1=O)C(=C(S2)C3=CC=C(C=C3)NC(=O)C4(CC4)O)CN(C)CC5=CC=CC=C5)CC6=C(C=CC=C6F)F
D0B4TT	C1CCCN(CC1)CCCOC2=CC=C(C=C2)CCCCN3CCCC3CN4C(=O)C5=CC=CC=C5C(=N4)CC6=CC=C(C=C6)Cl
D0N5SS	CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)OS(=O)(=O)CCC(F)(F)F
D02RZL	C1=CC=C(C=C1)CCCC(C2=CC=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)SCC(=O)O
D0Y3LJ	C1CC(OC1)CN2C3=C(C(=O)NC2=S)NC=N3
D01RVS	CCC1=C(NC(=O)C(=C1)NCC2=NC3=C(C=CC(=C3O2)Cl)Cl)C.CC(C)NC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)NS(=O)(=O)C
D03MAD	CCC1=C(C=CC(=C1)OC2=CC=CC(=C2)N(CC3=CC(=CC=C3)OC(C(F)F)(F)F)CC(C(F)(F)F)O)Cl
D0L3YX	C1CCC2=C(C1)C(=C(S2)N)C(=O)C3=CC=C(C=C3)Cl
D0X4MC	CC1C2CN(CCC2CC3=C1C4=C(N3)C=CC(=C4)C(F)(F)F)CCC5(CCCCC5)C(=O)O.C1=CC=C(C=C1)S(=O)(=O)O
D0BM6S	CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)N)C)OC)OC(=O)N)C)C)O)OC
D0MT0A	COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)C(=O)O
D0R7ID	CC(=O)N(C1=CC=CC=C1C=CC2=CC=[N+](C=C2)[O-])S(=O)(=O)C3=CC=C(C=C3)OC
D0B0UN	CC1=C(C(=NN1C)C)C(=O)Cl
D0Q4YP	CCC1=C(C(=C(C(=N1)CC(C)(C)C)CN)C2=CC=C(C=C2)C)CC(=O)O
D00ACC	C1CC2CCC(C3=CC=CC(=C23)C1)N4CCC5(CC4)C(=O)NCN5C6=CC=CC=C6
D0N1AS	COC1=C(C=C(C=C1)CN2CCN(CC2)C3=NC(=C(C=C3)Br)OC)OC
D0E9EE	CN(C)C(=O)NC1(CCN(CC1)CCC2(CN(CCO2)C(=O)C3=CC=CC=C3)C4=CC(=C(C=C4)F)F)C5=CC=CC=C5
D0M7LQ	CCCCCCCC(C)C1=CC2=C(C3=C(CCCC3)C(O2)(C)C)C(=C1)OC(=O)CCCCN(CC)CC
D0N1SU	CC1(CC2=C(C(=C(N2C1)CC(=O)O)C3=CC=C(C=C3)Cl)C4=CC=CC=C4)C
D0A9OV	C1=CC(=CC=C1CCCCN2C=CN=N2)OCC3=COC(=N3)C=CC4=CC=C(C=C4)C(F)(F)F
D0Y8PM	CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)N=[N+]=[N-])OC
D0M0KB	CC1=CC(=NN1)NC2=CC(=NC(=N2)OC3CCN(C3)C(=O)C4=C(C=CC(=C4)Cl)F)N5CC(C5)(C6CC6)F
D03KST	CC(C)C1=CC=C2C(=C(C=C2S(=O)(=O)[O-])CCCCNS(=O)(=O)C3=CC=C(C=C3)Cl)C=C1.[Na+]
D0U5NY	CC1(C(=NC2=C(N=C(N=C2O1)C(F)(F)F)N)C3=CC4=C(C=C3)C5(CCC(CC5)CC(=O)O)CC4)C
D05AAM	CS(=O)(=O)O.C1CCC2(C1)CC(=O)N(C(=O)C2)CCNCC3COC4=CC=CC=C4O3
D0Z2UD	CC1=CNC(=O)N(C1=O)CCCN2CCN(CC2)C3=C(C=C(C=C3)F)OCC(F)(F)F
D0L9PY	CCCCCN=C(N)NC1=NC(=CS1)C2=CN=C(N2)C
D0Q8RX	CC1=CC=CC=C1N2CCN(CC2)S(=O)(=O)CC34CCC(C3(C)C)CC4NC(=O)C(CCS(=O)(=O)C)N
D0G0XN	CC1=CCN(C(C1)C(=O)O)C(=O)C(CC2=CC=C(C=C2)C(=N)N)NS(=O)(=O)C3=CC4=C(CCN(C4)C)C=C3
D09MON	CC(C)CC(C(=O)NC(CCCC(C(C)C)N)C(=O)N1CCCC1C(=O)NC(C)C(=O)N)NC(=O)C(CCCC(C(=O)C2=CC=NC=C2)N)NC(=O)C(CC3=CC=C(C=C3)O)N(C)C(=O)C(CO)NC(=O)C(CC4=CN=CC=C4)NC(=O)C(CC5=CC=C(C=C5)Cl)NC(=O)C(CC6=CC7=CC=CC=C7C=C6)NC(=O)C
D0E8UJ	CCC1=C2C(=CC=C1)OC3=CC=CC=C3S2(=O)=O
D0C2IA	CC(=O)C1=CC(=CC=C1)NC(=O)NC2CCCCC2CN3CCCC(C3)CC4=CC=C(C=C4)F
D03JSS	CC(=O)C1=CC2=C(C=C1)OC(C(C2NC(=O)C3=CC(=CC(=C3)F)F)O)(C)C
D08WVA	C1CC1CN2CC(CCC2=O)(CCN3CC(C3)N4CCN(CC4)S(=O)(=O)N)C5=CC(=C(C=C5)Cl)Cl
D0D9AD	CC1=CC(=C(C(=C1)C)NC(=O)N(CC2=CC3=C(C=C2)C4=CC=CC=C4C3)C5CCCCCC5)C
D03DXS	CN1CCC2=CC(=C(C=C2C(C1)C3=CC=CC4=C3OCC4)O)Cl
D0C7JT	CCC1=NC2=C(C=C1)C(=NC(=O)N2CC)C3=CC(=CC=C3)Cl
D0H5KO	CC1=CC2=C(C=C1C)N(C=N2)CC=C3C4=CC=CC=C4COC5=C3C=C(C=C5)C(=O)[O-].[Na+]
D07SGB	CC(=O)OC[N+]1=CC=CC(=C1)C2N3C=CC(=C3CS2)C(=O)C4=CN(C5=C4C=CC(=C5)C6=CC=C(C=C6)F)C(=O)N(C)C.[Cl-]
D0Y6HV	CC1C(=NNC(=O)S1)C2=CC3=C(C=C2)N(CCC3)C(=O)C4=CC(=C(C=C4)OC)OC
D04YHW	CN1C2=NC(=NC=C2C=C(C1=O)OC3=C(C=C(C=C3)F)F)NC4CCOCC4
D0G6UP	CC(=N)N1CCC(CC1)OC2=CC=C(C=C2)N(CC3=CC4=C(C=C3)C=CC(=C4)C(=N)N)S(=O)(=O)CC(=O)O.CS(=O)(=O)O
D0X8MI	CN1CCC2=CC(=C(C=C2C(C1)C3=CC(=CC4=C3OCC4)Br)O)Cl
D02MHE	CCCC(CCC)C(=O)NC(CC(=O)OC)C(=O)N1CCCC1C(=O)NC(CCCN=C(N)N)C=O
D0H2ZQ	B(C(CCCN=C(N)N)NC(=O)CN(C1CCCC1)C(=O)C(CC2=CC=CC=C2)NC(=O)C)(O)O
D0K1OA	COC1=C2C(=C(C=C1)C(=O)NC3=C(N=CC(=C3)Cl)Cl)C=CC=N2
D08AMQ	CCCCN1C(=C(C=N1)C=C(CC2=CC3=C(C=C2OC)OCO3)C(=O)O)C4=C(C=C(C=C4)OC)OCC5=CC=CC=C5C(=O)O
D0SR4G	CCOCC=CC1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=C(C=C3)NC(C)C)C4=CC=C(C=C4)NC(C)C
D0B7KF	C1=CC=C2C(=C1)C=CC(=N2)COC3=CC=CC(=C3)OCCCC4=NNN=N4
D09NBM	CCN(CC)CCN(CC1=CC=C(C=C1)C2=CC=C(C=C2)C(F)(F)F)C(=O)CN3C=C(C(=O)N=C3SCC4=CC=C(C=C4)F)CC5=CN(N=C5)C
D0I3PG	CCCCCCCCCCCCCCOP(=O)([O-])OC(CC(=O)O)C[N+](C)(C)C
D0UZ1I	CC(=O)NC1=CC=C(C=C1)CCN2CC3COC4=C(C3C2)C=C(C=C4)C#N
D05BCA	CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O
D0G6JE	CCON=C(C1CCN(CC1)C2(CCN(CC2)C(=O)C3=C(C=C[N+](=C3C)[O-])C)C)C4=CC=C(C=C4)Br
D0I5PM	CN1C=C(C2=CC=CC=C21)C(=O)NC3=C(C=C(C(=C3)Cl)CC(=O)N4CC(CC4COC5CCC(CC5)C(=O)[O-])OC)Cl.[Na+]
D0WY9H	CC(C)C(C(=O)C(F)(F)F)NC(=O)C1CCCN1C(=O)C(C(C)C)NC(=O)C2=CC=C(C=C2)OC
D08GRY	CS(=O)(=O)C1=CC=C(C=C1)C2=C(SC(=C2)Br)C3=CC=C(C=C3)F
D03QJN	CS(=O)(=O)C1=CC=CC=C1C2=CC(=C(C=C2)NC(=O)C3=CC(=NN3C4=CC=CC(=C4)CN)C(F)(F)F)F
D06DET	CC(C)C(C(=O)C(F)(F)F)NC(=O)C1CCCN1C(=O)C(C(C)C)NC(=O)CN2CCN(C2=O)CC(=O)O
D0W0AM	C1CNCCC1N2C=NC(=C2C3=CC=NC=C3)C4=CC=C(C=C4)F
D03PDY	C1=CC(=C(C(=C1)Cl)Cl)NC(=O)NC2=C(C(=C(C=C2)Cl)S(=O)(=O)N)O
D01OLO	CC1=CC(=O)N(C1=O)NC2=NC(=NC3=C2C(=CC=C3)OC)C4=CC=CS4
D09CKF	C1=C2C(=C(C(=C1Cl)Cl)[N+](=O)[O-])NC(=O)C(=O)N2
D0P9KL	CC(C)CC(C(=O)NC(CCCNC(=NC)N)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)N)NC(=O)NNC(=O)C(CC3=CC=CC=C3)NC(=O)C(C(C)O)NC(=O)C(CC(=O)N)NC(=O)C(CC4=CNC5=CC=CC=C54)NC(=O)C(CC6=CC=C(C=C6)O)NC(=O)C
D05UPB	C1=CSC=C1CC2=C(NC3=C2N=C(NC3=O)N)N.Cl
D0QF4Z	CC(C)C1=NC(=NC(=C1)C2=CC=C(C3=CC=CC=C32)F)N
D0D3ZP	CC1=C(C(=O)N(C(=O)N1CC2=C(C=CC=C2F)F)CC(C3=CC=CC=C3)N)C4=C(C(=CC=C4)OC)F
D01FXD	COC1=C2C(=C(C=C1)C(=O)N=C3C(=CN(C=C3Cl)O)Cl)C=CC(=N2)C(F)(F)F
D08YVT	CC1=C(C(=CC=C1)C(=O)N2CCC(CC2)N3CCC(CC3)CC4=CC=C(C=C4)S(=O)(=O)C5=CC(=CC=C5)Cl)N
D0C0EO	C1CCC(C1)(C2=CC3=C(C=C2)C(C(CO3)CC4=CC=C(C=C4)C5=CC=CC=C5)O)C(=O)O
D02OHR	CS(=O)(=O)C1=CC=C(C=C1)C2=C(CCC2)C3=CC=C(C=C3)F
D0L5KF	CC1(C(=O)N(C(=O)N1CCCCO)C2=CC(=C(C=C2)C#N)C(F)(F)F)C
D08DZZ	CC12CCC3C(C1CCC2O)CC=C4C3(CCC(C4)O)C
D0A9KI	COC1=NC=CC(=N1)C2=C(N=CN2C3CCNCC3)C4=CC=C(C=C4)F
D07EBU	CC(C)C1(C(=O)NC(=NC2CC3CCC2C3)S1)C
D0A1KU	COCC1=NN=C(N1C2=CN=C(C=C2)OC)N3CC(C3)OC4=C(C=C(C=C4)F)Cl
D09FGX	COC1=CC=CC2=C1NC3=C(C2=O)C=CC=C3C(=O)NC4=CC=C(C=C4)CCN5CCC6=CC(=C(C=C6C5)OC)OC
D0MF7U	CC1=CC=C(C=C1)CNC(=O)C2=NN(C(=C2C(C)C)CCC(CC(CC(=O)[O-])O)O)C3=CC=C(C=C3)F.[Na+]
D05EVI	CC(C)N1C2=CC=CC=C2N3C=NC(=C3C1=O)C4=NOC(=N4)C5CC5
D07FHW	C1=CC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)C3=CC=C(C=C3)C#N)N
D0K1VK	CC1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CCOCC5C
D0N5SC	CCC1=C2C(=NN1CCOC)C(=O)NC(=N2)C3=C(N=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC
D08INO	CCOC(=O)N1CCN(CC1)C(=O)C(CC2=CC(=CC=C2)C(=N)N)NS(=O)(=O)C3=C(C=C(C=C3C(C)C)C(C)C)C(C)C
D08KVK	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O.C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O
D0A9OR	CN=C(NS(=O)(=O)C1=CC=C(C=C1)Cl)N2CC(C(=N2)C3=CC=C(C=C3)Cl)C4=CC=CC=C4
D05UKK	CN1C=C(C2=CC=CC=C21)C(=O)N3CC(CC3C(=O)NC(CC4=CC5=CC=CC=C5C=C4)C(=O)N(C)CC6=CC=CC=C6)O
D03RNX	CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OP(=O)([O-])OC3=C(C(OC3=O)C(CO)O)O)C.[K+]
D0I0GM	CCCOC1=C(C=CC(=C1)C2(CNC(=O)O2)C)OC
D01KZC	CCCCCCCCCCCCCCCCCCNC(=O)OC1CCN(CC1)C(=O)OCC(COC(=O)N(CC2=CC=CC=[N+]2CC)C(=O)C3=CC=CC=C3OC)OC.[Cl-]
D0A6VE	COC1=CC=CC2=C1C3CN(CC3CO2)CCCCN4C(=O)C5=C(C6=NC(=CN=C6S5)C7=CC=CC=C7)NC4=O.Cl
D00VQI	CCCCCCC(=O)NCC(=O)NCC1C2CCC(C1CC=CCCCC(=O)O)O2
D0L1LJ	CCOC(=O)CC(CC(C=CC1=C(C2=CC=CC=C2OC13CCCC3)C4=CC=C(C=C4)F)O)O
D03ZVD	COC1=C2C(=C(C=C1)C3(CCC(CC3)C(=O)O)C#N)OCCO2
D0F7WQ	CC12CCC(CC1CCC3C2CCC4(C3CC(C4=O)Br)C)O
D08OQQ	CN1C(=NC(=N1)CO)NCCCOC2=CC=CC(=C2)CN3CCCCC3
D0B8SC	COC1=C(C=CC(=C1)C2=C3[N-]C=NC(=O)N3N=C2)S(=O)C4=CC=CC=C4.[Na+]
D01SGM	CC(C)CCC(C(CC1CCCCC1)NC(=O)C(CC2=CN=CN2)N(C)C(=O)C(CC3=CC=CC=C3)OC(=O)N(C)CCN(C)C(=O)N4CCOCC4)O.Cl
D0R8TB	CC1=C(N(C2=C1C=C(C=C2)O)CC3=CC=C(C=C3)OCCN4CCCCC4)C5=CC=C(C=C5)O
D00FHI	CC(C(=O)N1C2CCC(C1C(=O)O)CC2)NC(CCC3=CC=CC=C3)C(=O)O
D0I6UU	CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)NC3=CC=CC=N3)C)C4=CC=C(C=C4)N5C(=NC6=C5C=CN=C6)C
D0XE5L	CN1CCCC(C1)C(=O)N2C3=CC=CC=C3NC(=O)C4=C2N=CC=C4
D0N1PA	CC1=CC(=CC(=C1)C(=O)N2CCC(CC2CC3=CC=CC=C3)NCC4=CC=NC5=CC=CC=C45)C
D05KQE	CCCOC1=C(C=C(C=C1S(=O)(=O)CCO)C2CCC(O2)C3=CC(=C(C(=C3)OC)OC)OC)OC
D0KL3K	C1=CC(=CC=C1CN2C(=O)NC(=O)O2)OCC=CCOC3=CC=C(C=C3)CN4C(=O)NC(=O)O4
D0D3KY	C#CC(CC(=O)O)NC(=O)CNC(=O)C1=CC(=CC=C1)N=C(N)N
D0U7DI	CC1C(=O)N(C(S1)C2=CN=CC=C2)C.Cl
D0MP2U	CCCC(=O)OCOC(=O)C(C)(C)C
D0A5TS	CC1=NC=CN1CC2=NN=CC(=C2)C3=CC(=C(C=C3)F)C(F)F.Cl.Cl
D08ODH	CCCCCN1C=NC2=CC=CC3=C2C1=C4CN5C(=CC6=C(C5=O)COC(=O)C6(CC)OC(=O)CN(C)C(=O)CN)C4=N3
D0W9NH	CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N
D0B4JL	CN1CCN2C(C1)C3=C(C4=CC=CC=C4N3CC5=CC=CC=C52)C(=O)OC.Cl
D0F9QP	CC1=CC=CC=C1OCC(=O)NC(CC(C)C)C(=O)NC(CC2=CC=C(C=C2)OC(=O)N3CCC(CC3)C(=O)N)C(=O)O
D05ZQV	CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)N(C)C)O.Cl
D04DUJ	CCN1CCC(=CC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C)S1(=O)=O
D06WOJ	CC1=CC(=C(C=C1O)C(C)C)OCCN(C)CC2=C(C(=C(C(=C2C)O)C)C)OC.C(=CC(=O)O)C(=O)O.C(=CC(=O)O)C(=O)O
D0K4NZ	CC(C)(C)S(=O)(=O)NC1CCC(CC1)C(=O)NC2=NC=C(C=C2)C(F)(F)F
D0DL2S	CCCCC1=C(C(=O)N(C(=N1)C)CC2=C(C=CS2)C(=O)OC)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
D06WJI	CCC(=O)NC1=C(C=C(C=C1C)C(=O)N2CCC(CC2)N(C)CCC3=CC=CC=C3)C
D00SPK	C1CN(CCC1C(=O)[O-])C2=NC3=C(C=C(C=C3)Cl)C(=N2)NCC4=CC5=C(C=C4)OCO5.[Na+]
D0Q7FC	CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C5=CC6=C(C=C5N=C4C3=C2)OCCO6)CN7CCN(CC7)C)O
D05NRI	C1CC(N(C1)C(=O)C(CCCCN)OP(=O)(CCCCC2=CC=CC=C2)O)C(=O)O
D0O2ET	CC(C)C1C(=S)N(C2=CC=CC(=C2O1)C(C)C)CC(=O)O
D0U7PS	CC1=CC(=CC2=C(C(=CN=C12)C(=O)N)NC3=CC(=CC=C3)OC)S(=O)(=O)C4=CC=CC(=C4)C(=O)N(C)C
D04IFU	CC1=CC(=O)OC2=C1C=CC(=C2)NC(=O)C(CCCCN)NC(=O)C(CC3CCCCC3)NC(=O)OCC4C5=CC=CC=C5C6=CC=CC=C46.C(=O)(C(F)(F)F)O
D0W7VG	C1=C(C2=C(N1)C(=O)N=CN2)C3C(C(C(N3)CO)O)O
D0OM0M	CS(=O)(=O)N(C1CN(C1)C(C2=CC=C(C=C2)Cl)C3=CC=C(C=C3)Cl)C4=CC(=CC(=C4)F)F
D0B1KK	CON=C(C1=CC=C(C=C1)CNC(=O)C2CCN2C(=O)C(C3=CC(=CC(=C3)Cl)OC(F)F)O)N
D0E5YG	CC1(C(=O)NC(=O)N1)CS(=O)(=O)N2CCC(CC2)OC3=NC=C(C=C3)Cl
D09GPB	CC(C1=NOC(=C1)C2=CC(=CC=C2)Cl)OC3=NN=C(N3C)C4=CC=NC=C4
D0J1TS	CC(C1=CC(=CC=C1)Cl)NC(=O)CC2=C(C=CC(=[N+]2O)NCC(C3=CC=CC=[N+]3O)(F)F)Cl
D0A5RD	CC1C(OCC(N1)(C)C)(C2=CC(=CC=C2)Cl)O
D08ZKN	COC1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC(CC#CCN3CCOCC3)C(=O)O
D0B9EH	CCN(CC=CC#CC(C)(C)C)CC1=CC(=CC=C1)OCC2=CC(=CS2)C3=CSC=C3
D0J5CX	CC1CCN2C(=C(C3=C(C2=O)N=CC=C3)C4=CC=C(C=C4)C)C(=O)N(C1)CC5=CC(=CC(=C5)C(F)(F)F)C(F)(F)F
D0F7FX	CC(C(CC1=CN=C(C=C1)N)C(=O)O)S
D0T4UL	COC1CC(N(C1)C(=O)NC2=CC=C(C=C2)Cl)C(=O)NC3=C(C=C(C=C3)N4C=CC=CC4=O)F
D08QHS	CC1=CN(C2=C(C=C(C=C12)F)C=CC(=O)NS(=O)(=O)C3=CC(=C(S3)Cl)Cl)CC4=C(C=C(C=C4)Cl)Cl
D06XEL	C1CC(N(C1)CCCC(=O)O)COC2=CC=C(C=C2)OC3=CC=C(C=C3)Cl.Cl
D07XPT	CC(C)(CC1CC2=CC=CC=C2C1)NCC(COC3=C(C(=CC(=C3)CCC(=O)O)F)F)O
D01ZXW	C1=CC=C2C(=C1)C=C(N2CC(=O)O)C(=O)NC3=NC(=CS3)C4=CC=CC=C4Cl
D00GNK	CCCC1=C(C=CC=C1OC2=CC=CC=C2C(=O)O)OCCCOC3=CC(=C(C=C3CC)C4=CC=C(C=C4)F)O
D0D5RH	C1CNC(=O)N(C1)C2CCN(CC2)C(=O)C(CS(=O)(=O)C3=CC4=C(C=C3)C=C(C=C4)Cl)O
D0T5PH	CC1CCC(C(=O)CN1S(=O)(=O)C2=CC=CC=N2)NC(=O)C(CC(C)C)NC(=O)C3=CC4=CC=CC=C4O3
D0J2IH	CC1=CN=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=CC=NC=C3)OC)OC4=CC=CC=C4OC
D01LNG	CCCN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3(CCCCC3)C(=O)NCC#N
D0E6DI	C1=CC(=CC=C1N)N=NC2=CC=C(C=C2)[N+](=O)[O-]
D02LCL	C1CCC(C1)OC2=CC(=C(C=C2)C(=O)C3=CC(=C(C=C3)OCC4=CC5=C(C=C4)C(=O)NO5)CCC(=O)O)O
D03XDX	CN1C2=CC=CC=C2C(=NC(C1=O)NC(=O)C3=CC4=C5N3CCCC5=CC=C4)C6=CC=CC=C6
D07GDN	CCC1CC(C2=C(N1C(=O)OCC)C=CC(=C2)C(F)(F)F)N(CC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)C(=O)OC
D01DAD	CC1=NC=CN1C2=CC=C(C=C2)SC3=CC=CC(=C3)C4(CCOCC4)C(=O)N
D0R2KV	CCC(CC)OC1=C(C(=NC(=C1)C)OC2=C(C=C(C=C2C)C)C)C
D03ZKE	COC1=CC(=CC(=C1OC)OC)C(=O)N2CCOC(C2)(CCN3CCC4(CC3)C5=CC=CC=C5CS4=O)C6=CC(=C(C=C6)Cl)Cl.Cl
D0H9GQ	C1C2C1(CNC2)C3=CC(=C(C=C3)Cl)Cl
D0E8UV	CCOC(=O)OC1=C(C=C(C=C1)C=CC=CC(=O)NCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4)OC
D0M0QX	CC(C)(C)SC1=C(N(C2=C1C=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)CC5=CC=C(C=C5)Cl)CC(C)(C)C(=O)[O-].[Na+]
D03PKI	CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC
D01TBN	CC(C)C1=CC(=C(C=C1)OC)CNC2C3CCN(C2C(C4=CC=CC=C4)C5=CC=CC=C5)CC3
D05HVY	CCC(CO)NCCNC(CC)CO.C1C(COC2=NC(=CN21)[N+](=O)[O-])OCC3=CC=C(C=C3)OC(F)(F)F
D01KKE	CC1=CC(=C2CCN(C2=N1)C3=C(C=C(C=C3)OC)C)N4C=CC(=N4)N5CCNC5=O
D09DJU	CC1=C(N=C(C1C(=O)NCC(CN2CCOCC2)O)C)C=C3C4=C(C=CC(=C4)F)NC3=O
D0IT6Q	CC(C)OC1=CC=C(C=C1)NC(=O)N2CCN(CC2)C3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCCC5
D0B7SP	CC1=NC2=C(C=C1)C(=CC=C2)N3CCN(CC3)CCC4=CC(=CC=C4)N5CCNC5=O
D0S4JY	CC1=NN=C2N1C3=C(C=C(S3)C#CCN4C5=CC=CC=C5C6=CC=CC=C6C4=O)C(=NC2)C7=CC=CC=C7Cl
D08SNX	CCN=C1C2=C(N=C(N2)C(C)C)N(C=N1)CC3=CC(=C(C=C3)OC)OC4CCCC4
D0U5NU	CC(C)C1=C(C(=CC(=N1)C2=CC=CC=C2)C3=CC=C(C=C3)F)C=CC4CC(CC(=O)O4)O
D0K2QG	CCN1C(=O)C2=C(N=C(N2CC3=CC(=C(C=C3)OC)Br)NC4CCCC4O)N(C1=O)CCO
D07BDY	CC(C)OC(=O)C(C)(C)C(C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C)O
D04NCJ	CN1C(=NN=N1)C(=C(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F)C=CC(CC(CC(=O)[O-])O)O.[Na+]
D0UT3F	CC(C)OC1=CC=CC(=C1)CC(=O)N2CCCC(C2)(CC[N+]34CCC(CC3)(CC4)C5=CC=CC=C5)C6=CC(=C(C=C6)Cl)Cl.C1=CC=C(C=C1)S(=O)(=O)[O-]
D0U9LL	CC12CCC(=O)C=C1C(=O)CC3C2CCC4(C3(CCC4=O)O)C
D02JUM	CC1CCCC(N1C(=O)CCSC(=O)C)C(=O)O
D0ZM5W	CCS(=O)(=O)OC1=CC2=C(C=C1)C(=C(C(=O)O2)C)C
D0N2FI	C1COC(CN1CC2=CC(=C(C=C2)Cl)Cl)CNC(=O)NCC3=CC=C(C=C3)C(=O)N
D08RZV	C1CN(CCC1=C2C3=C(C=C(C=C3)F)OCC4=C2N=CC=C4)CCC(=O)O.O.O
D0Q9ZD	CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)OCC(=O)O)C(C)(C)C
D06UVO	C1=CC=C(C=C1)CC2=C(C3=CC=CC=C3C=C2)O
D0V9HH	COC1=C(C(=C2C(=C1)N=C(N=C2N)N3CCC4=C(C3)C=CC=C4NS(=O)(=O)C)C5=CC=CC=N5)OC
D02SKA	CN1CC(CC2C1CC3=CNC4=CC=CC2=C34)CN5CC(=O)NC5=O
D03GAY	CC(C1=CC=C(C=C1)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(C2=CC=CC=C2)C3=CC=CC=C3
D06UCV	C1C(CC2=C1C=CC(=C2)CC(=O)[O-])CNS(=O)(=O)C3=CC=C(C=C3)Cl.[Na+]
D01LPX	C1=CC=C(C=C1)S(=O)(=O)NCCC2=CC=C(S2)OCC(=O)O
D00QXV	COC1=CN=CN=C1N2CCN(CC2)CCCC3=CNC4=C3C=C(C=C4)F
D03MUM	CC1=C(ON=C1NS(=O)(=O)C2=CC=CC=C2C3=C(C=C(C=C3)C4=NC=CO4)CN(C)C(=O)CC(C)(C)C)C.O
D0H9DE	C1COCCN1CC(CN2C(=O)C(=C(O2)C3=CC=CC=C3)Cl)O.Cl
D0G1RH	CC(C)(CC1=CC2=CC=CC=C2C=C1)NCC(COC3=C(C(=CC=C3)Cl)C#N)O
D03DRW	CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C(SC(=N2)C(C)(C)C)C(=O)O
D0D1YY	CC1=C(N=C(NC1=O)NCC=CCOC2=CC=CC(=C2)CN3CCCCC3)C.Cl.Cl
D0JY4Y	CC1=C(C2=C(C(=C1O)C)SC(=N2)NC)CC3=CN=CC=C3
D08DBE	CNC(=O)COC1=CC=CC(=C1)NC2=NC=C(C(=N2)NC3=CC4=C(C=C3)OC(C(=O)N4)(F)F)F
D01FCK	CCCCCCCCCCCCCCNC(=O)NC(CC(=O)[O-])C[N+](C)(C)C
D07RYX	CC(C)CC(C(=O)NC(CCCCNC(C)C)C(=O)N1CCCC1C(=O)NC(C)C(=O)N)NC(=O)C(CCCCNC(=O)C2=CN=CC=C2)NC(=O)C(CCCCNC(=O)C3=CN=CC=C3)NC(=O)C(CO)NC(=O)C(CC4=CN=CC=C4)NC(=O)C(CC5=CC=C(C=C5)Cl)NC(=O)C(CC6=CC7=CC=CC=C7C=C6)NC(=O)C
